ID,Sector,WorkFromHome,HoursWorkedPerDay,MeetingsPerDay,CommuteChange,StressLevel,ProductivityChange,HealthIssues,ChildcareResponsibilities,SalaryChange,JobSecurity,TechnologyAdaptation,CollaborationChallenges,ProductivityResilienceIndex,Age,YearsExperience,StressLevel_Numeric,ProductivityChange_Numeric,TechAdaptation_Numeric,CollaborationChallenges_Numeric,JobSecurity_Numeric,WorkFromHome_Numeric,HealthIssues_Numeric,ChildcareResponsibilities_Numeric
4768,Healthcare,False,10.1,4,Decreased,High,No Change,False,True,No Change,At Risk,Excellent,Moderate,32.4,28,8,3,0,4,2,0,0,0,1
4769,IT,False,7.2,2,No Change,Low,Decreased,False,False,Decreased,Uncertain,Excellent,Minor,85.7,50,27,1,-1,4,1,1,0,0,0
4770,Education,True,6.6,6,No Change,High,Increased,False,True,No Change,Secure,Fair,Minor,61.5,42,1,3,1,2,1,2,1,0,1
4771,Retail,False,7.9,4,Decreased,High,Decreased,False,True,Decreased,Secure,Poor,Moderate,47.4,48,1,3,-1,1,2,2,0,0,1
4772,IT,True,9.7,6,Decreased,High,Increased,False,False,No Change,At Risk,Good,Severe,35.5,58,16,3,1,3,3,0,1,0,0
4773,Retail,True,8.5,5,Decreased,Medium,No Change,True,True,Decreased,Uncertain,Poor,None,16.5,61,7,2,0,1,0,1,1,1,1
4774,Retail,True,10.7,4,No Change,High,Decreased,False,False,No Change,At Risk,Good,Severe,20.6,42,11,3,-1,3,3,0,1,0,0
4775,Education,True,10.7,3,No Change,Medium,Increased,False,True,No Change,Secure,Good,None,76.1,39,19,2,1,3,0,2,1,0,1
4776,IT,True,10.8,4,Decreased,Low,No Change,False,True,No Change,Secure,Excellent,Moderate,96.9,46,9,1,0,4,2,2,1,0,1
4777,Finance,False,8.9,3,No Change,High,Increased,False,False,Increased,Secure,Excellent,None,67.2,29,9,3,1,4,0,2,0,0,0
4778,Retail,True,7.5,8,Decreased,Medium,Decreased,False,False,Increased,At Risk,Good,Severe,48.4,61,22,2,-1,3,3,0,1,0,0
4779,Finance,True,9.8,6,Decreased,High,Increased,True,True,No Change,Secure,Excellent,Minor,58.7,61,28,3,1,4,1,2,1,1,1
4780,IT,True,9.8,5,Decreased,High,Decreased,False,False,Increased,Secure,Good,Moderate,62.3,55,16,3,-1,3,2,2,1,0,0
4781,Finance,True,9.5,4,Decreased,Medium,No Change,True,False,Increased,Secure,Good,Minor,68.6,29,9,2,0,3,1,2,1,1,0
4782,Healthcare,True,9.4,7,Decreased,Medium,Decreased,False,False,No Change,Uncertain,Good,Moderate,68.0,37,3,2,-1,3,2,1,1,0,0
4783,Education,False,10.6,4,Decreased,Medium,Decreased,False,False,Increased,Uncertain,Poor,Moderate,50.0,23,3,2,-1,1,2,1,0,0,0
4784,Retail,True,10.5,5,Decreased,High,No Change,False,False,Decreased,Uncertain,Fair,Moderate,40.8,43,21,3,0,2,2,1,1,0,0
4785,Education,True,8.5,3,Decreased,Medium,Increased,False,False,No Change,Secure,Good,Severe,77.1,26,3,2,1,3,3,2,1,0,0
4786,Retail,False,7.7,3,Increased,Medium,Increased,True,False,No Change,Uncertain,Poor,Minor,24.6,38,17,2,1,1,1,1,0,1,0
4787,IT,True,7.9,5,Decreased,Medium,Decreased,False,False,Increased,Secure,Excellent,None,91.2,42,9,2,-1,4,0,2,1,0,0
4788,IT,True,10.7,6,Decreased,Medium,Decreased,True,False,No Change,Secure,Excellent,Severe,67.6,47,8,2,-1,4,3,2,1,1,0
4789,Retail,True,6.4,3,Decreased,High,Decreased,False,True,No Change,Uncertain,Good,Moderate,52.1,43,5,3,-1,3,2,1,1,0,1
4790,Healthcare,True,6.0,4,No Change,Medium,Decreased,False,False,No Change,Secure,Excellent,Minor,85.6,25,5,2,-1,4,1,2,1,0,0
4791,Healthcare,False,7.1,3,Decreased,Medium,No Change,False,False,No Change,Secure,Poor,Moderate,65.9,36,3,2,0,1,2,2,0,0,0
4792,Finance,True,11.0,7,Decreased,High,Increased,True,False,No Change,Uncertain,Fair,Minor,20.2,39,19,3,1,2,1,1,1,1,0
4793,Healthcare,True,6.8,8,Decreased,High,No Change,False,False,No Change,Secure,Fair,None,53.6,28,8,3,0,2,0,2,1,0,0
4794,Retail,True,7.7,7,Decreased,Medium,Decreased,True,False,No Change,At Risk,Fair,Moderate,24.0,33,13,2,-1,2,2,0,1,1,0
4795,IT,True,9.4,8,No Change,High,Decreased,True,True,Decreased,Uncertain,Excellent,Minor,34.0,39,19,3,-1,4,1,1,1,1,1
4796,Finance,True,9.0,4,Decreased,Medium,Increased,True,False,Decreased,Secure,Good,Moderate,64.9,61,2,2,1,3,2,2,1,1,0
4797,Finance,False,10.2,3,No Change,High,Decreased,False,True,Decreased,Secure,Fair,None,63.4,62,3,3,-1,2,0,2,0,0,1
4798,Retail,True,10.2,7,Decreased,Medium,No Change,True,False,Decreased,Secure,Excellent,Minor,83.4,59,16,2,0,4,1,2,1,1,0
4799,Healthcare,False,10.3,3,Decreased,High,No Change,False,False,Decreased,At Risk,Excellent,Minor,28.3,29,3,3,0,4,1,0,0,0,0
4800,IT,True,6.1,3,Decreased,High,No Change,False,False,No Change,Secure,Excellent,Minor,79.1,60,18,3,0,4,1,2,1,0,0
4801,IT,True,9.9,6,Decreased,High,Decreased,False,False,Decreased,Secure,Fair,Severe,54.3,30,10,3,-1,2,3,2,1,0,0
4802,Finance,True,7.4,7,Decreased,Medium,Decreased,False,False,No Change,Uncertain,Fair,Moderate,60.1,47,9,2,-1,2,2,1,1,0,0
4803,Healthcare,True,9.1,3,Decreased,High,Decreased,False,True,No Change,Secure,Fair,Moderate,48.3,48,15,3,-1,2,2,2,1,0,1
4804,IT,False,9.0,2,Increased,Medium,Increased,True,True,No Change,Uncertain,Excellent,None,51.9,24,4,2,1,4,0,1,0,1,1
4805,Finance,False,10.0,3,Increased,High,Decreased,False,False,No Change,Secure,Poor,None,48.3,33,13,3,-1,1,0,2,0,0,0
4806,IT,True,7.0,5,No Change,Medium,Increased,True,True,No Change,Secure,Excellent,Moderate,79.3,62,19,2,1,4,2,2,1,1,1
4807,Education,False,9.1,2,Decreased,Medium,Increased,False,False,No Change,Uncertain,Poor,Moderate,51.8,45,25,2,1,1,2,1,0,0,0
4808,Healthcare,True,7.2,6,Decreased,High,Decreased,True,True,No Change,At Risk,Good,Moderate,7.2,26,6,3,-1,3,2,0,1,1,1
4809,IT,True,7.9,5,No Change,Medium,Increased,False,True,No Change,At Risk,Good,Severe,42.6,42,0,2,1,3,3,0,1,0,1
4810,Finance,True,6.6,5,Decreased,Low,Decreased,False,False,Decreased,Secure,Good,Minor,100.0,23,3,1,-1,3,1,2,1,0,0
4811,Education,True,9.3,6,Decreased,Medium,Decreased,False,False,Decreased,Secure,Good,None,76.9,56,24,2,-1,3,0,2,1,0,0
4812,IT,False,9.0,3,Increased,Medium,Decreased,False,True,No Change,Secure,Excellent,Moderate,79.2,44,8,2,-1,4,2,2,0,0,1
4813,Finance,True,8.9,3,No Change,Medium,Increased,False,False,Decreased,Secure,Excellent,Minor,86.7,53,23,2,1,4,1,2,1,0,0
4814,Retail,True,7.1,5,Decreased,Medium,Increased,False,True,No Change,Uncertain,Good,Moderate,67.7,43,1,2,1,3,2,1,1,0,1
4815,IT,False,8.2,5,No Change,Medium,Increased,False,False,Decreased,Uncertain,Excellent,None,70.4,49,23,2,1,4,0,1,0,0,0
4816,IT,True,6.7,5,No Change,High,No Change,True,True,No Change,At Risk,Excellent,Moderate,18.6,26,6,3,0,4,2,0,1,1,1
4817,Finance,True,10.2,8,Decreased,Medium,Increased,False,False,No Change,Uncertain,Fair,None,45.4,62,9,2,1,2,0,1,1,0,0
4818,Healthcare,True,7.0,6,Decreased,High,Decreased,False,True,Decreased,Secure,Excellent,Severe,62.5,49,22,3,-1,4,3,2,1,0,1
4819,Retail,True,8.4,4,Decreased,High,No Change,False,True,Increased,Secure,Excellent,Severe,66.4,40,20,3,0,4,3,2,1,0,1
4820,IT,False,7.3,2,Increased,Low,Decreased,False,False,No Change,Secure,Good,Minor,100.0,36,16,1,-1,3,1,2,0,0,0
4821,Finance,True,7.6,7,Decreased,High,Increased,False,False,No Change,At Risk,Excellent,Minor,42.8,23,3,3,1,4,1,0,1,0,0
4822,Education,True,10.2,4,Decreased,Medium,No Change,False,False,No Change,Uncertain,Excellent,Severe,71.5,55,21,2,0,4,3,1,1,0,0
4823,Healthcare,True,9.6,5,Decreased,High,No Change,False,True,Decreased,Secure,Poor,Minor,49.5,41,6,3,0,1,1,2,1,0,1
4824,IT,True,7.7,8,Decreased,Medium,Increased,False,False,No Change,Secure,Fair,Severe,79.0,52,14,2,1,2,3,2,1,0,0
4825,Retail,True,9.5,8,Decreased,High,No Change,False,True,Decreased,Secure,Excellent,Minor,74.0,49,23,3,0,4,1,2,1,0,1
4826,Finance,False,9.1,4,No Change,Medium,Decreased,True,False,Increased,Secure,Good,None,69.6,49,20,2,-1,3,0,2,0,1,0
4827,Education,True,9.2,7,Decreased,Medium,No Change,False,True,No Change,At Risk,Excellent,Minor,36.1,59,29,2,0,4,1,0,1,0,1
4828,Healthcare,True,9.9,3,No Change,High,Decreased,True,True,Decreased,Uncertain,Fair,Moderate,25.9,23,3,3,-1,2,2,1,1,1,1
4829,Healthcare,True,7.1,6,Decreased,High,Decreased,False,False,No Change,Uncertain,Good,None,45.8,56,13,3,-1,3,0,1,1,0,0
4830,Finance,True,7.2,8,No Change,Medium,Increased,False,True,No Change,At Risk,Excellent,Moderate,40.0,47,4,2,1,4,2,0,1,0,1
4831,Healthcare,True,9.5,6,Decreased,Medium,Increased,False,False,Increased,Secure,Fair,Moderate,75.6,61,30,2,1,2,2,2,1,0,0
4832,Retail,True,8.4,7,Decreased,High,Decreased,False,False,No Change,Secure,Excellent,Moderate,75.8,54,3,3,-1,4,2,2,1,0,0
4833,Retail,True,10.4,7,Decreased,High,No Change,True,True,Increased,Secure,Good,Minor,53.2,28,6,3,0,3,1,2,1,1,1
4834,Education,True,6.2,4,No Change,High,No Change,False,True,Increased,At Risk,Fair,Severe,5.2,34,0,3,0,2,3,0,1,0,1
4835,IT,True,7.3,6,No Change,Low,No Change,True,False,No Change,Uncertain,Good,Severe,64.6,45,6,1,0,3,3,1,1,1,0
4836,Finance,True,8.5,4,Decreased,Medium,Decreased,True,True,Increased,Secure,Fair,Moderate,63.0,23,3,2,-1,2,2,2,1,1,1
4837,IT,True,10.5,4,Decreased,High,Increased,False,False,No Change,Uncertain,Good,None,42.1,29,3,3,1,3,0,1,1,0,0
4838,Healthcare,False,10.8,3,Decreased,High,Increased,False,True,Decreased,At Risk,Fair,None,12.1,38,18,3,1,2,0,0,0,0,1
4839,IT,True,8.1,4,Decreased,High,Increased,True,False,No Change,Secure,Fair,Minor,41.5,32,12,3,1,2,1,2,1,1,0
4840,Finance,True,10.5,4,Decreased,High,Decreased,True,False,No Change,At Risk,Good,Moderate,22.8,61,28,3,-1,3,2,0,1,1,0
4841,Healthcare,True,9.4,7,Decreased,High,Decreased,True,False,Increased,Uncertain,Good,Moderate,36.9,51,19,3,-1,3,2,1,1,1,0
4842,IT,True,9.6,8,Decreased,High,Decreased,False,False,No Change,Uncertain,Fair,Severe,42.1,51,29,3,-1,2,3,1,1,0,0
4843,Education,True,8.0,6,No Change,High,Increased,False,False,Decreased,Secure,Fair,Minor,57.9,51,16,3,1,2,1,2,1,0,0
4844,IT,False,10.5,3,Increased,Medium,Increased,False,True,Increased,Secure,Excellent,Minor,84.7,28,8,2,1,4,1,2,0,0,1
4845,Education,True,10.4,3,No Change,Medium,No Change,False,True,Increased,Secure,Excellent,Moderate,83.3,41,5,2,0,4,2,2,1,0,1
4846,Retail,False,11.0,4,Decreased,High,No Change,False,False,No Change,Secure,Good,Minor,60.0,50,21,3,0,3,1,2,0,0,0
4847,Retail,True,10.6,6,Decreased,High,Decreased,False,False,Decreased,Secure,Poor,Severe,57.5,45,7,3,-1,1,3,2,1,0,0
4848,Healthcare,True,7.4,7,Decreased,Medium,No Change,False,False,No Change,Secure,Good,Minor,79.6,45,24,2,0,3,1,2,1,0,0
4849,IT,True,10.1,8,Decreased,Medium,Decreased,False,True,Decreased,Uncertain,Good,Severe,60.8,51,21,2,-1,3,3,1,1,0,1
4850,Education,True,10.2,4,Decreased,High,No Change,False,False,Increased,Secure,Fair,Minor,69.6,33,13,3,0,2,1,2,1,0,0
4851,IT,True,10.5,7,Decreased,Medium,Increased,True,True,No Change,Secure,Good,None,60.9,50,30,2,1,3,0,2,1,1,1
4852,Retail,True,7.6,7,Decreased,High,Decreased,False,True,Decreased,Uncertain,Fair,Severe,25.1,45,20,3,-1,2,3,1,1,0,1
4853,Retail,True,9.9,6,Decreased,High,Increased,False,False,Increased,Uncertain,Good,Severe,60.0,33,13,3,1,3,3,1,1,0,0
4854,Retail,True,7.9,7,No Change,High,Decreased,False,True,No Change,Uncertain,Fair,Minor,29.1,52,23,3,-1,2,1,1,1,0,1
4855,Education,True,10.1,5,Decreased,High,Decreased,False,True,No Change,Uncertain,Excellent,None,58.6,25,5,3,-1,4,0,1,1,0,1
4856,Retail,True,9.6,7,No Change,High,No Change,True,False,Increased,Secure,Good,Moderate,52.4,62,25,3,0,3,2,2,1,1,0
4857,Education,True,6.7,5,Decreased,Low,No Change,True,True,No Change,Uncertain,Good,None,56.9,36,16,1,0,3,0,1,1,1,1
4858,Retail,True,6.7,4,Decreased,Medium,No Change,False,True,No Change,Uncertain,Poor,Minor,42.9,46,7,2,0,1,1,1,1,0,1
4859,Retail,True,9.6,4,No Change,High,Decreased,False,False,No Change,Secure,Poor,Minor,51.8,57,29,3,-1,1,1,2,1,0,0
4860,Education,True,9.5,7,No Change,High,Increased,False,True,No Change,At Risk,Fair,Minor,19.3,41,7,3,1,2,1,0,1,0,1
4861,IT,True,9.3,5,Decreased,High,Increased,False,False,No Change,Secure,Fair,Severe,65.2,31,9,3,1,2,3,2,1,0,0
4862,Finance,True,8.3,3,Decreased,High,Increased,False,True,Decreased,Secure,Fair,Minor,58.6,31,11,3,1,2,1,2,1,0,1
4863,IT,True,7.7,8,Decreased,Low,Decreased,False,True,Decreased,Uncertain,Excellent,None,89.8,62,17,1,-1,4,0,1,1,0,1
4864,Healthcare,False,9.7,2,Decreased,High,Decreased,False,True,Decreased,Uncertain,Fair,None,28.5,24,4,3,-1,2,0,1,0,0,1
4865,Education,False,8.9,5,No Change,High,Decreased,False,False,No Change,Uncertain,Poor,Moderate,24.0,50,23,3,-1,1,2,1,0,0,0
4866,Retail,True,7.9,8,Decreased,High,Decreased,False,False,Decreased,Uncertain,Excellent,Minor,51.5,34,7,3,-1,4,1,1,1,0,0
4867,Finance,True,8.1,3,No Change,High,Increased,False,False,No Change,Uncertain,Fair,Severe,33.6,37,17,3,1,2,3,1,1,0,0
4868,Education,True,6.0,5,Decreased,High,Decreased,False,False,No Change,Secure,Fair,Severe,67.7,32,12,3,-1,2,3,2,1,0,0
4869,IT,True,8.6,8,Decreased,Low,Decreased,False,True,No Change,Secure,Excellent,Moderate,100.0,41,19,1,-1,4,2,2,1,0,1
4870,IT,True,7.1,4,Decreased,High,Increased,False,False,Decreased,Uncertain,Fair,Severe,44.4,30,10,3,1,2,3,1,1,0,0
4871,Finance,True,8.8,8,Decreased,Medium,No Change,False,False,No Change,Uncertain,Fair,Moderate,57.6,38,18,2,0,2,2,1,1,0,0
4872,Retail,True,8.2,6,Decreased,High,Increased,False,False,Decreased,Uncertain,Good,Minor,41.9,49,12,3,1,3,1,1,1,0,0
4873,Finance,True,6.8,6,Decreased,Medium,Increased,False,False,No Change,Secure,Good,Severe,89.6,57,9,2,1,3,3,2,1,0,0
4874,Education,False,6.7,4,Increased,High,Increased,False,True,No Change,Uncertain,Fair,Minor,27.3,24,4,3,1,2,1,1,0,0,1
4875,Healthcare,True,6.7,8,Decreased,Medium,Decreased,False,False,Decreased,Secure,Poor,Severe,69.6,58,17,2,-1,1,3,2,1,0,0
4876,IT,True,7.6,7,Decreased,Low,Increased,True,False,Decreased,Secure,Excellent,Moderate,85.8,45,12,1,1,4,2,2,1,1,0
4877,Healthcare,True,6.8,3,Decreased,High,No Change,False,True,No Change,Secure,Good,Minor,68.6,44,13,3,0,3,1,2,1,0,1
4878,Retail,True,10.0,6,Decreased,High,Increased,False,False,No Change,Secure,Poor,Severe,53.4,27,4,3,1,1,3,2,1,0,0
4879,Retail,True,10.0,5,Decreased,High,Decreased,False,False,No Change,Secure,Excellent,Moderate,70.7,36,16,3,-1,4,2,2,1,0,0
4880,Education,True,9.1,5,Decreased,High,Decreased,True,True,Decreased,Secure,Good,Severe,44.2,28,8,3,-1,3,3,2,1,1,1
4881,Education,True,8.0,8,Decreased,Low,Decreased,False,False,Increased,Uncertain,Fair,Minor,68.6,46,25,1,-1,2,1,1,1,0,0
4882,Healthcare,True,10.7,6,Decreased,High,No Change,False,True,Decreased,Secure,Good,Minor,64.5,31,6,3,0,3,1,2,1,0,1
4883,IT,True,9.5,5,Decreased,Medium,Increased,True,False,Decreased,Uncertain,Excellent,Minor,64.2,61,13,2,1,4,1,1,1,1,0
4884,IT,True,8.1,7,Decreased,Medium,Decreased,False,False,Decreased,Secure,Excellent,Moderate,98.9,39,2,2,-1,4,2,2,1,0,0
4885,Finance,True,9.0,6,Decreased,Low,Decreased,False,True,No Change,Uncertain,Good,Minor,66.4,61,0,1,-1,3,1,1,1,0,1
4886,Finance,True,6.5,8,Decreased,High,No Change,False,False,Increased,Uncertain,Excellent,Moderate,57.4,27,7,3,0,4,2,1,1,0,0
4887,Healthcare,True,9.7,6,Decreased,High,Decreased,True,True,Decreased,Secure,Good,Moderate,42.7,31,11,3,-1,3,2,2,1,1,1
4888,Retail,True,10.7,4,Decreased,High,No Change,True,False,No Change,Secure,Excellent,Minor,61.6,46,20,3,0,4,1,2,1,1,0
4889,IT,False,6.1,2,Increased,High,Increased,True,False,No Change,Secure,Fair,Minor,52.8,32,12,3,1,2,1,2,0,1,0
4890,Healthcare,True,8.9,8,Decreased,High,No Change,False,True,Increased,Uncertain,Excellent,Severe,57.3,26,0,3,0,4,3,1,1,0,1
4891,IT,False,8.7,2,Increased,Low,Increased,False,False,Decreased,Uncertain,Fair,None,78.9,32,11,1,1,2,0,1,0,0,0
4892,Education,False,10.9,2,No Change,High,No Change,False,True,No Change,Secure,Poor,Moderate,38.6,42,10,3,0,1,2,2,0,0,1
4893,Retail,True,8.4,5,Decreased,High,Decreased,True,False,No Change,Secure,Poor,Severe,45.0,29,9,3,-1,1,3,2,1,1,0
4894,IT,True,6.7,3,No Change,Low,No Change,True,True,Increased,Secure,Excellent,Severe,86.2,25,3,1,0,4,3,2,1,1,1
4895,Healthcare,True,6.5,8,Decreased,High,No Change,False,True,No Change,Uncertain,Good,None,54.5,32,2,3,0,3,0,1,1,0,1
4896,Finance,True,8.6,5,Decreased,High,Decreased,False,False,Increased,Uncertain,Good,Severe,48.7,37,0,3,-1,3,3,1,1,0,0
4897,Retail,False,7.2,2,Decreased,Medium,Decreased,False,False,No Change,At Risk,Poor,Moderate,22.1,34,3,2,-1,1,2,0,0,0,0
4898,Finance,True,6.6,4,Decreased,Medium,Decreased,False,False,Increased,At Risk,Excellent,Minor,51.8,53,14,2,-1,4,1,0,1,0,0
4899,Retail,True,10.7,6,Decreased,Medium,Decreased,True,True,No Change,Uncertain,Excellent,Minor,54.0,26,6,2,-1,4,1,1,1,1,1
4900,Education,False,7.3,4,No Change,Medium,Decreased,True,True,Decreased,Secure,Fair,Minor,48.0,51,18,2,-1,2,1,2,0,1,1
4901,Healthcare,True,10.0,4,Decreased,High,Decreased,False,False,Decreased,At Risk,Good,Minor,20.9,56,20,3,-1,3,1,0,1,0,0
4902,Education,True,10.5,5,No Change,High,Decreased,True,False,Decreased,At Risk,Excellent,Minor,12.8,28,8,3,-1,4,1,0,1,1,0
4903,Healthcare,True,7.3,3,Decreased,Medium,Decreased,False,True,No Change,Secure,Poor,Minor,62.0,49,7,2,-1,1,1,2,1,0,1
4904,Education,False,8.8,4,Decreased,Medium,Decreased,False,False,No Change,Uncertain,Good,Minor,65.6,44,17,2,-1,3,1,1,0,0,0
4905,Education,True,8.5,3,Decreased,High,Increased,False,False,Increased,At Risk,Good,None,31.8,42,22,3,1,3,0,0,1,0,0
4906,Finance,True,8.8,6,Decreased,Medium,Increased,False,True,No Change,Secure,Good,Severe,82.8,48,17,2,1,3,3,2,1,0,1
4907,Healthcare,True,8.5,7,Decreased,High,Decreased,True,False,Decreased,At Risk,Fair,Minor,12.0,38,15,3,-1,2,1,0,1,1,0
4908,Retail,True,10.6,5,Decreased,High,Decreased,False,True,Increased,Secure,Fair,Moderate,64.7,30,10,3,-1,2,2,2,1,0,1
4909,Education,True,6.9,5,No Change,High,No Change,False,True,Increased,Uncertain,Fair,Severe,44.2,29,9,3,0,2,3,1,1,0,1
4910,Finance,True,10.5,3,Decreased,Medium,Increased,False,False,Decreased,Secure,Fair,Moderate,76.2,52,20,2,1,2,2,2,1,0,0
4911,Retail,True,7.8,5,Decreased,Medium,No Change,False,True,No Change,Secure,Poor,None,69.2,37,14,2,0,1,0,2,1,0,1
4912,Healthcare,True,8.5,3,Decreased,High,Decreased,False,False,No Change,Secure,Fair,Minor,66.8,22,2,3,-1,2,1,2,1,0,0
4913,Retail,True,7.5,4,Decreased,High,No Change,False,False,Decreased,Uncertain,Fair,Minor,43.3,42,3,3,0,2,1,1,1,0,0
4914,Finance,True,6.7,3,Decreased,Low,Decreased,False,False,No Change,Uncertain,Good,Minor,77.5,28,8,1,-1,3,1,1,1,0,0
4915,Education,True,9.8,3,Decreased,Medium,No Change,False,False,No Change,Uncertain,Poor,None,48.9,34,7,2,0,1,0,1,1,0,0
4916,Education,True,6.2,5,Decreased,High,No Change,False,False,No Change,Secure,Poor,Severe,46.9,28,8,3,0,1,3,2,1,0,0
4917,IT,True,6.3,5,Decreased,High,No Change,True,False,No Change,At Risk,Excellent,Minor,15.1,45,6,3,0,4,1,0,1,1,0
4918,Education,False,7.2,2,Increased,Medium,Increased,True,False,Increased,Uncertain,Excellent,Severe,52.0,62,20,2,1,4,3,1,0,1,0
4919,Healthcare,False,8.2,3,Increased,High,No Change,False,True,Increased,Uncertain,Excellent,Minor,57.6,42,17,3,0,4,1,1,0,0,1
4920,Healthcare,True,9.2,7,Decreased,Medium,Increased,False,True,No Change,Secure,Fair,Severe,69.5,49,6,2,1,2,3,2,1,0,1
4921,Retail,True,8.8,4,Decreased,High,Increased,False,True,No Change,Uncertain,Good,Moderate,41.7,61,16,3,1,3,2,1,1,0,1
4922,IT,True,7.4,8,No Change,Medium,No Change,False,False,Increased,At Risk,Good,Moderate,40.3,46,11,2,0,3,2,0,1,0,0
4923,Education,True,9.9,4,Decreased,High,Increased,True,True,No Change,At Risk,Excellent,Moderate,6.1,59,24,3,1,4,2,0,1,1,1
4924,Education,True,6.5,3,Decreased,High,Increased,False,True,No Change,Uncertain,Fair,None,35.6,47,25,3,1,2,0,1,1,0,1
4925,Healthcare,True,9.4,6,Decreased,High,Decreased,False,False,Decreased,Secure,Good,Moderate,61.2,28,8,3,-1,3,2,2,1,0,0
4926,Healthcare,True,11.0,8,Decreased,High,No Change,True,False,No Change,Secure,Good,Moderate,55.5,39,6,3,0,3,2,2,1,1,0
4927,Education,True,6.3,3,Decreased,High,Increased,False,False,Decreased,At Risk,Poor,Severe,13.4,51,13,3,1,1,3,0,1,0,0
4928,IT,False,9.1,2,Increased,High,Decreased,False,False,Increased,Secure,Fair,None,52.0,32,2,3,-1,2,0,2,0,0,0
4929,Healthcare,True,7.2,6,No Change,Medium,No Change,False,False,Increased,Secure,Good,Minor,94.8,41,16,2,0,3,1,2,1,0,0
4930,IT,True,6.9,3,Decreased,Medium,Decreased,False,False,No Change,Secure,Good,Minor,89.6,48,19,2,-1,3,1,2,1,0,0
4931,Education,True,10.8,5,No Change,High,Decreased,False,False,Decreased,Uncertain,Excellent,Minor,46.4,33,13,3,-1,4,1,1,1,0,0
4932,Healthcare,True,7.3,5,Decreased,High,Decreased,False,False,Decreased,Secure,Good,Moderate,64.0,50,15,3,-1,3,2,2,1,0,0
4933,Healthcare,True,7.6,8,Decreased,High,Decreased,False,False,Decreased,Secure,Fair,Severe,69.0,25,5,3,-1,2,3,2,1,0,0
4934,Retail,True,7.4,5,Decreased,High,Increased,True,False,Decreased,Uncertain,Poor,Moderate,8.7,44,24,3,1,1,2,1,1,1,0
4935,IT,False,8.2,5,Increased,Low,Decreased,False,True,Decreased,Secure,Good,Moderate,100.0,44,23,1,-1,3,2,2,0,0,1
4936,Healthcare,False,10.4,3,Decreased,High,Increased,False,False,Increased,At Risk,Good,Moderate,39.7,24,4,3,1,3,2,0,0,0,0
4937,Retail,True,9.2,3,Decreased,High,No Change,False,True,Increased,At Risk,Fair,Moderate,14.7,41,21,3,0,2,2,0,1,0,1
4938,Finance,True,10.7,7,Decreased,Low,Increased,False,False,Decreased,Secure,Fair,Severe,92.9,24,4,1,1,2,3,2,1,0,0
4939,Retail,True,10.3,4,Decreased,High,Decreased,False,False,No Change,Uncertain,Poor,Severe,38.0,43,8,3,-1,1,3,1,1,0,0
4940,Retail,False,6.5,5,Increased,High,Decreased,False,False,Decreased,Uncertain,Excellent,None,57.3,28,8,3,-1,4,0,1,0,0,0
4941,Education,True,10.3,8,Decreased,High,Increased,False,False,No Change,At Risk,Good,Severe,34.5,27,7,3,1,3,3,0,1,0,0
4942,Finance,True,9.3,6,Decreased,High,No Change,True,False,No Change,Secure,Poor,Minor,40.1,42,10,3,0,1,1,2,1,1,0
4943,Healthcare,True,6.5,7,Decreased,High,Decreased,True,False,No Change,Secure,Poor,Moderate,27.3,51,2,3,-1,1,2,2,1,1,0
4944,Education,True,10.1,8,Decreased,High,Increased,True,False,Decreased,Secure,Excellent,Moderate,55.5,46,26,3,1,4,2,2,1,1,0
4945,IT,True,8.7,6,Decreased,Medium,No Change,False,False,Decreased,Secure,Excellent,Minor,98.5,29,4,2,0,4,1,2,1,0,0
4946,IT,False,8.9,2,Decreased,Low,Decreased,False,False,No Change,At Risk,Good,Moderate,68.3,38,18,1,-1,3,2,0,0,0,0
4947,Retail,True,8.2,5,Decreased,Medium,Decreased,False,False,No Change,Secure,Fair,Moderate,71.2,46,18,2,-1,2,2,2,1,0,0
4948,Education,True,10.7,3,Decreased,Medium,Increased,False,False,Increased,Uncertain,Fair,Moderate,61.4,36,16,2,1,2,2,1,1,0,0
4949,Finance,False,6.4,2,Increased,Low,Increased,False,True,Increased,Secure,Good,None,99.4,35,1,1,1,3,0,2,0,0,1
4950,Healthcare,True,10.9,6,Decreased,High,Decreased,True,True,No Change,Secure,Poor,Minor,39.2,30,10,3,-1,1,1,2,1,1,1
4951,Finance,True,9.2,6,Decreased,Medium,Decreased,True,False,Decreased,Uncertain,Fair,None,41.6,57,1,2,-1,2,0,1,1,1,0
4952,Healthcare,True,9.5,6,Decreased,High,Decreased,False,False,Increased,Secure,Fair,Moderate,67.1,22,2,3,-1,2,2,2,1,0,0
4953,IT,True,10.1,8,Decreased,Low,Decreased,False,False,No Change,Secure,Excellent,Minor,98.0,53,28,1,-1,4,1,2,1,0,0
4954,Retail,True,8.7,8,Decreased,High,Decreased,True,True,Decreased,Secure,Good,Severe,50.1,37,17,3,-1,3,3,2,1,1,1
